date,home_team,away_team,team,scorer,minute,own_goal,penalty
2021-10-09,Scotland,Israel,Scotland,Lyndon Dykes,57,FALSE,FALSE
2021-10-09,Scotland,Israel,Scotland,Scott McTominay,90,FALSE,FALSE
2021-10-09,Senegal,Namibia,Senegal,Idrissa Gueye,10,FALSE,FALSE
2021-10-09,Senegal,Namibia,Senegal,Famara Diédhiou,38,FALSE,FALSE
2021-10-09,Senegal,Namibia,Senegal,Sadio Mané,54,FALSE,FALSE
2021-10-09,Senegal,Namibia,Namibia,Joslin Kamatuka,75,FALSE,FALSE
2021-10-09,Senegal,Namibia,Senegal,Keita Baldé,83,FALSE,FALSE
2021-10-09,Sweden,Kosovo,Sweden,Emil Forsberg,29,FALSE,TRUE
2021-10-09,Sweden,Kosovo,Sweden,Alexander Isak,62,FALSE,FALSE
2021-10-09,Sweden,Kosovo,Sweden,Robin Quaison,79,FALSE,FALSE
2021-10-09,Switzerland,Northern Ireland,Switzerland,Steven Zuber,45,FALSE,FALSE
2021-10-09,Switzerland,Northern Ireland,Switzerland,Christian Fassnacht,90,FALSE,FALSE
2021-10-09,Togo,Congo,Congo,Alaixys Romao,21,TRUE,FALSE
2021-10-09,Togo,Congo,Togo,Euloge Placca Fessou,56,FALSE,FALSE
2021-10-10,Argentina,Uruguay,Argentina,Lionel Messi,38,FALSE,FALSE
2021-10-10,Argentina,Uruguay,Argentina,Rodrigo De Paul,44,FALSE,FALSE
2021-10-10,Argentina,Uruguay,Argentina,Lautaro Martínez,62,FALSE,FALSE
2021-10-10,Benin,Tanzania,Tanzania,Saimon Msuva,6,FALSE,FALSE
2021-10-10,Bolivia,Peru,Bolivia,Ramiro Vaca,83,FALSE,FALSE
2021-10-10,Cape Verde,Liberia,Cape Verde,Ryan Mendes,90,FALSE,FALSE
2021-10-10,Central African Republic,Nigeria,Nigeria,Leon Balogun,29,FALSE,FALSE
2021-10-10,Central African Republic,Nigeria,Nigeria,Victor Osimhen,45,FALSE,FALSE
2021-10-10,Chile,Paraguay,Chile,Ben Brereton Díaz,69,FALSE,FALSE
2021-10-10,Chile,Paraguay,Chile,Mauricio Isla,72,FALSE,FALSE
2021-10-10,Costa Rica,El Salvador,El Salvador,Jairo Henríquez,12,FALSE,FALSE
2021-10-10,Costa Rica,El Salvador,Costa Rica,Bryan Ruiz,52,FALSE,FALSE
2021-10-10,Costa Rica,El Salvador,Costa Rica,Celso Borges,58,FALSE,TRUE
2021-10-10,Kenya,Mali,Mali,Ibrahima Koné,55,FALSE,FALSE
2021-10-10,Madagascar,DR Congo,Madagascar,Njiva Rakotoharimalala,1,FALSE,FALSE
2021-10-10,Mexico,Honduras,Mexico,Sebastián Córdova,18,FALSE,FALSE
2021-10-10,Mexico,Honduras,Mexico,Rogelio Funes Mori,76,FALSE,FALSE
2021-10-10,Mexico,Honduras,Mexico,Hirving Lozano,86,FALSE,FALSE
2021-10-10,Panama,United States,Panama,Aníbal Godoy,54,FALSE,FALSE
2021-10-10,Uganda,Rwanda,Uganda,Fahad Bayo,22,FALSE,FALSE
2021-10-10,Venezuela,Ecuador,Ecuador,Enner Valencia,37,FALSE,TRUE
2021-10-10,Venezuela,Ecuador,Venezuela,Darwin Machís,45,FALSE,FALSE
2021-10-10,Venezuela,Ecuador,Venezuela,Eduard Bello,64,FALSE,FALSE
2021-10-10,Zambia,Equatorial Guinea,Zambia,Fashion Sakala,65,FALSE,FALSE
2021-10-10,Zambia,Equatorial Guinea,Equatorial Guinea,Federico Bikoro,82,FALSE,FALSE
2021-10-11,Belarus,Czech Republic,Czech Republic,Patrik Schick,22,FALSE,FALSE
2021-10-11,Belarus,Czech Republic,Czech Republic,Adam Hložek,65,FALSE,FALSE
2021-10-11,Burkina Faso,Djibouti,Burkina Faso,Issoufou Dayo,30,FALSE,FALSE
2021-10-11,Burkina Faso,Djibouti,Burkina Faso,Abdoul Tapsoba,63,FALSE,FALSE
2021-10-11,Croatia,Slovakia,Slovakia,Ivan Schranz,20,FALSE,FALSE
2021-10-11,Croatia,Slovakia,Croatia,Andrej Kramarić,25,FALSE,FALSE
2021-10-11,Croatia,Slovakia,Slovakia,Lukáš Haraslín,45,FALSE,FALSE
2021-10-11,Croatia,Slovakia,Croatia,Luka Modrić,71,FALSE,FALSE
2021-10-11,Cyprus,Malta,Cyprus,Fotis Papoulis,7,FALSE,FALSE
2021-10-11,Cyprus,Malta,Malta,Zach Muscat,53,FALSE,FALSE
2021-10-11,Cyprus,Malta,Cyprus,Pieros Sotiriou,80,FALSE,FALSE
2021-10-11,Cyprus,Malta,Malta,Jurgen Degabriele,90,FALSE,FALSE
2021-10-11,Estonia,Wales,Wales,Kieffer Moore,12,FALSE,FALSE
2021-10-11,Gabon,Angola,Gabon,Pierre-Emerick Aubameyang,74,FALSE,FALSE
2021-10-11,Gabon,Angola,Gabon,Alex Moucketou-Moussounda,84,FALSE,FALSE
2021-10-11,Iceland,Liechtenstein,Iceland,Stefán Teitur Þórðarson,19,FALSE,FALSE
2021-10-11,Iceland,Liechtenstein,Iceland,Albert Guðmundsson,35,FALSE,TRUE
2021-10-11,Iceland,Liechtenstein,Iceland,Albert Guðmundsson,79,FALSE,TRUE
2021-10-11,Iceland,Liechtenstein,Iceland,Andri Guðjohnsen,89,FALSE,FALSE
2021-10-11,Ivory Coast,Malawi,Ivory Coast,Nicolas Pépé,2,FALSE,FALSE
2021-10-11,Ivory Coast,Malawi,Malawi,Khuda Muyaba,20,FALSE,FALSE
2021-10-11,Ivory Coast,Malawi,Ivory Coast,Franck Kessié,66,FALSE,TRUE
2021-10-11,Latvia,Turkey,Latvia,Merih Demiral,70,TRUE,FALSE
2021-10-11,Latvia,Turkey,Turkey,Serdar Dursun,76,FALSE,FALSE
2021-10-11,Latvia,Turkey,Turkey,Burak Yılmaz,90,FALSE,TRUE
2021-10-11,Libya,Egypt,Egypt,Ahmed Abou El Fotouh,39,FALSE,FALSE
2021-10-11,Libya,Egypt,Egypt,Mostafa Mohamed,45,FALSE,FALSE
2021-10-11,Libya,Egypt,Egypt,Ramadan Sobhi,72,FALSE,FALSE
2021-10-11,Mozambique,Cameroon,Cameroon,Michael Ngadeu-Ngadjui,68,FALSE,FALSE
2021-10-11,Netherlands,Gibraltar,Netherlands,Virgil van Dijk,9,FALSE,FALSE
2021-10-11,Netherlands,Gibraltar,Netherlands,Memphis Depay,21,FALSE,FALSE
2021-10-11,Netherlands,Gibraltar,Netherlands,Memphis Depay,45,FALSE,TRUE
2021-10-11,Netherlands,Gibraltar,Netherlands,Denzel Dumfries,48,FALSE,FALSE
2021-10-11,Netherlands,Gibraltar,Netherlands,Arnaut Danjuma,75,FALSE,FALSE
2021-10-11,Netherlands,Gibraltar,Netherlands,Donyell Malen,86,FALSE,FALSE
2021-10-11,North Macedonia,Germany,Germany,Kai Havertz,50,FALSE,FALSE
2021-10-11,North Macedonia,Germany,Germany,Timo Werner,70,FALSE,FALSE
2021-10-11,North Macedonia,Germany,Germany,Timo Werner,73,FALSE,FALSE
2021-10-11,North Macedonia,Germany,Germany,Jamal Musiala,83,FALSE,FALSE
2021-10-11,Norway,Montenegro,Norway,Mohamed Elyounoussi,29,FALSE,FALSE
2021-10-11,Norway,Montenegro,Norway,Mohamed Elyounoussi,90,FALSE,FALSE
2021-10-11,Romania,Armenia,Romania,Alexandru Mitriță,26,FALSE,FALSE
2021-10-11,Slovenia,Russia,Russia,Igor Diveyev,28,FALSE,FALSE
2021-10-11,Slovenia,Russia,Russia,Georgi Dzhikiya,32,FALSE,FALSE
2021-10-11,Slovenia,Russia,Slovenia,Josip Iličić,40,FALSE,FALSE
2021-10-12,Albania,Poland,Poland,Karol Świderski,77,FALSE,FALSE
2021-10-12,Bulgaria,Northern Ireland,Northern Ireland,Conor Washington,37,FALSE,FALSE
2021-10-12,Bulgaria,Northern Ireland,Bulgaria,Todor Nedelev,53,FALSE,FALSE
2021-10-12,Bulgaria,Northern Ireland,Bulgaria,Todor Nedelev,63,FALSE,FALSE
2021-10-12,Congo,Togo,Togo,Euloge Placca Fessou,43,FALSE,FALSE
2021-10-12,Congo,Togo,Congo,Guy Mbenza,71,FALSE,FALSE
2021-10-12,Congo,Togo,Togo,Kévin Denkey,77,FALSE,FALSE
2021-10-12,Denmark,Austria,Denmark,Joakim Mæhle,53,FALSE,FALSE
2021-10-12,England,Hungary,Hungary,Roland Sallai,24,FALSE,TRUE
2021-10-12,England,Hungary,England,John Stones,37,FALSE,FALSE
2021-10-12,Faroe Islands,Scotland,Scotland,Lyndon Dykes,86,FALSE,FALSE
2021-10-12,Iran,South Korea,South Korea,Son Heung-min,48,FALSE,FALSE
2021-10-12,Iran,South Korea,Iran,Alireza Jahanbakhsh,76,FALSE,FALSE
2021-10-12,Israel,Moldova,Israel,Eran Zahavi,28,FALSE,FALSE
2021-10-12,Israel,Moldova,Israel,Mu'nas Dabbur,49,FALSE,FALSE
2021-10-12,Israel,Moldova,Moldova,Ion Nicolaescu,90,FALSE,FALSE
2021-10-12,Japan,Australia,Japan,Ao Tanaka,8,FALSE,FALSE
2021-10-12,Japan,Australia,Australia,Ajdin Hrustic,70,FALSE,FALSE
2021-10-12,Japan,Australia,Japan,Aziz Behich,85,TRUE,FALSE
2021-10-12,Kazakhstan,Finland,Finland,Teemu Pukki,45,FALSE,FALSE
2021-10-12,Kazakhstan,Finland,Finland,Teemu Pukki,48,FALSE,FALSE
2021-10-12,Kosovo,Georgia,Georgia,Tornike Okriashvili,11,FALSE,FALSE
2021-10-12,Kosovo,Georgia,Kosovo,Vedat Muriqi,45,FALSE,TRUE
2021-10-12,Kosovo,Georgia,Georgia,Zuriko Davitashvili,82,FALSE,FALSE
2021-10-12,Lithuania,Switzerland,Switzerland,Breel Embolo,31,FALSE,FALSE
2021-10-12,Lithuania,Switzerland,Switzerland,Renato Steffen,42,FALSE,FALSE
2021-10-12,Lithuania,Switzerland,Switzerland,Breel Embolo,45,FALSE,FALSE
2021-10-12,Lithuania,Switzerland,Switzerland,Mario Gavranović,90,FALSE,FALSE
2021-10-12,Morocco,Guinea,Morocco,Ayoub El Kaabi,21,FALSE,FALSE
2021-10-12,Morocco,Guinea,Guinea,Mamadou Kané,31,FALSE,FALSE
2021-10-12,Morocco,Guinea,Morocco,Selim Amallah,43,FALSE,FALSE
2021-10-12,Morocco,Guinea,Morocco,Selim Amallah,65,FALSE,FALSE
2021-10-12,Morocco,Guinea,Morocco,Sofiane Boufal,89,FALSE,FALSE
2021-10-12,Namibia,Senegal,Senegal,Famara Diédhiou,22,FALSE,FALSE
2021-10-12,Namibia,Senegal,Namibia,Peter Shalulile,27,FALSE,FALSE
2021-10-12,Namibia,Senegal,Senegal,Famara Diédhiou,51,FALSE,FALSE
2021-10-12,Namibia,Senegal,Senegal,Famara Diédhiou,84,FALSE,FALSE
2021-10-12,Niger,Algeria,Algeria,Riyad Mahrez,21,FALSE,FALSE
2021-10-12,Niger,Algeria,Algeria,Aïssa Mandi,33,FALSE,FALSE
2021-10-12,Niger,Algeria,Algeria,Ismaël Bennacer,48,FALSE,FALSE
2021-10-12,Niger,Algeria,Algeria,Baghdad Bounedjah,54,FALSE,FALSE
2021-10-12,Oman,Vietnam,Vietnam,Nguyễn Tiến Linh,39,FALSE,FALSE
2021-10-12,Oman,Vietnam,Oman,Issam Al Sabhi,45,FALSE,FALSE
2021-10-12,Oman,Vietnam,Oman,Mohsin Al-Khaldi,49,FALSE,FALSE
2021-10-12,Oman,Vietnam,Oman,Salaah Al-Yahyaei,63,FALSE,TRUE
2021-10-12,Portugal,Luxembourg,Portugal,Cristiano Ronaldo,8,FALSE,TRUE
2021-10-12,Portugal,Luxembourg,Portugal,Cristiano Ronaldo,13,FALSE,TRUE
2021-10-12,Portugal,Luxembourg,Portugal,Bruno Fernandes,18,FALSE,FALSE
2021-10-12,Portugal,Luxembourg,Portugal,João Palhinha,69,FALSE,FALSE
2021-10-12,Portugal,Luxembourg,Portugal,Cristiano Ronaldo,87,FALSE,FALSE
2021-10-12,San Marino,Andorra,Andorra,Marc Pujol,10,FALSE,FALSE
2021-10-12,San Marino,Andorra,Andorra,Sergi Moreno,53,FALSE,FALSE
2021-10-12,San Marino,Andorra,Andorra,Ricard Fernández,89,FALSE,FALSE
2021-10-12,Saudi Arabia,China PR,Saudi Arabia,Sami Al-Najei,15,FALSE,FALSE
2021-10-12,Saudi Arabia,China PR,Saudi Arabia,Sami Al-Najei,38,FALSE,FALSE
2021-10-12,Saudi Arabia,China PR,China PR,Aloísio,46,FALSE,FALSE
2021-10-12,Saudi Arabia,China PR,Saudi Arabia,Firas Al-Buraikan,72,FALSE,FALSE
2021-10-12,Saudi Arabia,China PR,China PR,Wu Xi,87,FALSE,FALSE
2021-10-12,Serbia,Azerbaijan,Serbia,Dušan Vlahović,30,FALSE,TRUE
2021-10-12,Serbia,Azerbaijan,Azerbaijan,Emin Mahmudov,45,FALSE,FALSE
2021-10-12,Serbia,Azerbaijan,Serbia,Dušan Vlahović,53,FALSE,FALSE
2021-10-12,Serbia,Azerbaijan,Serbia,Dušan Tadić,83,FALSE,TRUE
2021-10-12,South Africa,Ethiopia,South Africa,Getaneh Kebede,11,TRUE,FALSE
2021-10-12,Sweden,Greece,Sweden,Emil Forsberg,59,FALSE,TRUE
2021-10-12,Sweden,Greece,Sweden,Alexander Isak,69,FALSE,FALSE
2021-10-12,Syria,Lebanon,Syria,Omar Khribin,20,FALSE,FALSE
2021-10-12,Syria,Lebanon,Lebanon,Mohamad Kdouh,45,FALSE,FALSE
2021-10-12,Syria,Lebanon,Lebanon,Mohamad Kdouh,45,FALSE,FALSE
2021-10-12,Syria,Lebanon,Lebanon,Soony Saad,53,FALSE,FALSE
2021-10-12,Syria,Lebanon,Syria,Omar Al Somah,64,FALSE,FALSE
2021-10-12,Ukraine,Bosnia and Herzegovina,Ukraine,Andriy Yarmolenko,15,FALSE,FALSE
2021-10-12,Ukraine,Bosnia and Herzegovina,Bosnia and Herzegovina,Anel Ahmedhodžić,77,FALSE,FALSE
2021-10-12,United Arab Emirates,Iraq,United Arab Emirates,Caio Canedo,34,FALSE,FALSE
2021-10-12,United Arab Emirates,Iraq,Iraq,Mohammed Al-Attas,74,TRUE,FALSE
2021-10-12,United Arab Emirates,Iraq,Iraq,Aymen Hussein,89,FALSE,FALSE
2021-10-12,United Arab Emirates,Iraq,United Arab Emirates,Ali Mabkhout,90,FALSE,FALSE
2021-10-12,Zimbabwe,Ghana,Ghana,Thomas Partey,31,FALSE,FALSE
2021-10-13,Canada,Panama,Panama,Rolando Blackburn,5,FALSE,FALSE
2021-10-13,Canada,Panama,Canada,Michael Amir Murillo,28,TRUE,FALSE
2021-10-13,Canada,Panama,Canada,Alphonso Davies,66,FALSE,FALSE
2021-10-13,Canada,Panama,Canada,Tajon Buchanan,71,FALSE,FALSE
2021-10-13,Canada,Panama,Canada,Jonathan David,78,FALSE,FALSE
2021-10-13,El Salvador,Mexico,Mexico,Héctor Moreno,30,FALSE,FALSE
2021-10-13,El Salvador,Mexico,Mexico,Raúl Jiménez,90,FALSE,TRUE
2021-10-13,Honduras,Jamaica,Jamaica,Kemar Roofe,38,FALSE,FALSE
2021-10-13,Honduras,Jamaica,Jamaica,Oniel Fisher,79,FALSE,FALSE
2021-10-13,United States,Costa Rica,Costa Rica,Keysher Fuller,1,FALSE,FALSE
2021-10-13,United States,Costa Rica,United States,Sergiño Dest,25,FALSE,FALSE
2021-10-13,United States,Costa Rica,United States,Leonel Moreira,66,TRUE,FALSE
2021-10-14,Argentina,Peru,Argentina,Lautaro Martínez,43,FALSE,FALSE
2021-10-14,Bolivia,Paraguay,Bolivia,Rodrigo Ramallo,21,FALSE,FALSE
2021-10-14,Bolivia,Paraguay,Bolivia,Moisés Villarroel Angulo,53,FALSE,FALSE
2021-10-14,Bolivia,Paraguay,Bolivia,Víctor Ábrego,84,FALSE,FALSE
2021-10-14,Bolivia,Paraguay,Bolivia,Roberto Fernández,90,FALSE,FALSE
2021-10-14,Brazil,Uruguay,Brazil,Neymar,10,FALSE,FALSE
2021-10-14,Brazil,Uruguay,Brazil,Raphinha,18,FALSE,FALSE
2021-10-14,Brazil,Uruguay,Brazil,Raphinha,58,FALSE,FALSE
2021-10-14,Brazil,Uruguay,Uruguay,Luis Suárez,77,FALSE,FALSE
2021-10-14,Brazil,Uruguay,Brazil,Gabriel Barbosa,83,FALSE,FALSE
2021-10-14,Chile,Venezuela,Chile,Erick Pulgar,18,FALSE,FALSE
2021-10-14,Chile,Venezuela,Chile,Erick Pulgar,37,FALSE,FALSE
2021-10-14,Chile,Venezuela,Chile,Ben Brereton Díaz,73,FALSE,FALSE
2021-11-11,Armenia,North Macedonia,North Macedonia,Aleksandar Trajkovski,22,FALSE,FALSE
2021-11-11,Armenia,North Macedonia,North Macedonia,Enis Bardhi,36,FALSE,FALSE
2021-11-11,Armenia,North Macedonia,North Macedonia,Enis Bardhi,67,FALSE,TRUE
2021-11-11,Armenia,North Macedonia,North Macedonia,Milan Ristovski,79,FALSE,FALSE
2021-11-11,Armenia,North Macedonia,North Macedonia,Enis Bardhi,90,FALSE,TRUE
2021-11-11,Azerbaijan,Luxembourg,Luxembourg,Gerson Rodrigues,67,FALSE,FALSE
2021-11-11,Azerbaijan,Luxembourg,Luxembourg,Sébastien Thill,78,FALSE,FALSE
2021-11-11,Azerbaijan,Luxembourg,Azerbaijan,Azər Salahlı,82,FALSE,FALSE
2021-11-11,Azerbaijan,Luxembourg,Luxembourg,Gerson Rodrigues,90,FALSE,FALSE
2021-11-11,Benin,Madagascar,Benin,Jodel Dossou,43,FALSE,FALSE
2021-11-11,Benin,Madagascar,Benin,Steve Mounié,79,FALSE,FALSE
2021-11-11,Brazil,Colombia,Brazil,Lucas Paquetá,72,FALSE,FALSE
2021-11-11,China PR,Oman,China PR,Wu Lei,21,FALSE,FALSE
2021-11-11,China PR,Oman,Oman,Amjad Al-Harthi,75,FALSE,FALSE
2021-11-11,Congo,Namibia,Namibia,Peter Shalulile,42,FALSE,FALSE
2021-11-11,Congo,Namibia,Congo,Guy Mbenza,54,FALSE,FALSE
2021-11-11,Ecuador,Venezuela,Ecuador,Piero Hincapié,41,FALSE,FALSE
2021-11-11,Ethiopia,Ghana,Ghana,André Ayew,22,FALSE,FALSE
2021-11-11,Ethiopia,Ghana,Ethiopia,Getaneh Kebede,72,FALSE,FALSE
2021-11-11,Georgia,Sweden,Georgia,Khvicha Kvaratskhelia,61,FALSE,FALSE
2021-11-11,Georgia,Sweden,Georgia,Khvicha Kvaratskhelia,77,FALSE,FALSE
2021-11-11,Germany,Liechtenstein,Germany,İlkay Gündoğan,11,FALSE,TRUE
2021-11-11,Germany,Liechtenstein,Germany,Daniel Kaufmann,20,TRUE,FALSE
2021-11-11,Germany,Liechtenstein,Germany,Leroy Sané,22,FALSE,FALSE
2021-11-11,Germany,Liechtenstein,Germany,Marco Reus,23,FALSE,FALSE
2021-11-11,Germany,Liechtenstein,Germany,Leroy Sané,49,FALSE,FALSE
2021-11-11,Germany,Liechtenstein,Germany,Thomas Müller,76,FALSE,FALSE
2021-11-11,Germany,Liechtenstein,Germany,Ridle Baku,80,FALSE,FALSE
2021-11-11,Germany,Liechtenstein,Germany,Thomas Müller,86,FALSE,FALSE
2021-11-11,Germany,Liechtenstein,Germany,Maximilian Göppel,89,TRUE,FALSE
2021-11-11,Greece,Spain,Spain,Pablo Sarabia,26,FALSE,TRUE
2021-11-11,Iraq,Syria,Syria,Omar Al Somah,79,FALSE,FALSE
2021-11-11,Iraq,Syria,Iraq,Amir Al-Ammari,86,FALSE,TRUE
2021-11-11,Lebanon,Iran,Lebanon,Soony Saad,37,FALSE,FALSE
2021-11-11,Lebanon,Iran,Iran,Sardar Azmoun,90,FALSE,FALSE
2021-11-11,Lebanon,Iran,Iran,Ahmad Nourollahi,90,FALSE,FALSE
2021-11-11,Malta,Croatia,Croatia,Ivan Perišić,6,FALSE,FALSE
2021-11-11,Malta,Croatia,Croatia,Duje Ćaleta-Car,22,FALSE,FALSE
2021-11-11,Malta,Croatia,Malta,Marcelo Brozović,31,TRUE,FALSE
2021-11-11,Malta,Croatia,Croatia,Mario Pašalić,39,FALSE,FALSE
2021-11-11,Malta,Croatia,Croatia,Luka Modrić,45,FALSE,FALSE
2021-11-11,Malta,Croatia,Croatia,Lovro Majer,47,FALSE,FALSE
2021-11-11,Malta,Croatia,Croatia,Andrej Kramarić,53,FALSE,FALSE
2021-11-11,Malta,Croatia,Croatia,Lovro Majer,64,FALSE,FALSE
2021-11-11,Paraguay,Chile,Chile,Alexis Sánchez,56,FALSE,FALSE
2021-11-11,Peru,Bolivia,Peru,Gianluca Lapadula,9,FALSE,FALSE
2021-11-11,Peru,Bolivia,Peru,Christian Cueva,31,FALSE,FALSE
2021-11-11,Peru,Bolivia,Peru,Sergio Peña,39,FALSE,FALSE
2021-11-11,Russia,Cyprus,Russia,Aleksandr Yerokhin,4,FALSE,FALSE
2021-11-11,Russia,Cyprus,Russia,Fyodor Smolov,55,FALSE,FALSE
2021-11-11,Russia,Cyprus,Russia,Andrei Mostovoy,56,FALSE,FALSE
2021-11-11,Russia,Cyprus,Russia,Aleksei Sutormin,62,FALSE,FALSE
2021-11-11,Russia,Cyprus,Russia,Anton Zabolotny,82,FALSE,FALSE
2021-11-11,Russia,Cyprus,Russia,Aleksandr Yerokhin,87,FALSE,FALSE
2021-11-11,Rwanda,Mali,Mali,Moussa Djenepo,19,FALSE,FALSE
2021-11-11,Rwanda,Mali,Mali,Ibrahima Koné,21,FALSE,FALSE
2021-11-11,Rwanda,Mali,Mali,Kalifa Coulibaly,87,FALSE,FALSE
2021-11-11,Slovakia,Slovenia,Slovenia,Miha Zajc,18,FALSE,FALSE
2021-11-11,Slovakia,Slovenia,Slovakia,Ondrej Duda,58,FALSE,TRUE
2021-11-11,Slovakia,Slovenia,Slovenia,Miha Mevlja,62,FALSE,FALSE
2021-11-11,Slovakia,Slovenia,Slovakia,David Strelec,74,FALSE,FALSE
2021-11-11,South Africa,Zimbabwe,South Africa,Teboho Mokoena,26,FALSE,FALSE
2021-11-11,South Korea,United Arab Emirates,South Korea,Hwang Hee-chan,36,FALSE,TRUE
2021-11-11,Tanzania,DR Congo,DR Congo,Gaël Kakuta,6,FALSE,FALSE
2021-11-11,Tanzania,DR Congo,DR Congo,Nathan Fasika,66,FALSE,FALSE
2021-11-11,Tanzania,DR Congo,DR Congo,Ben Malango,85,FALSE,FALSE
2021-11-11,Togo,Senegal,Togo,Pape Abou Cissé,45,TRUE,FALSE
2021-11-11,Togo,Senegal,Senegal,Habib Diallo,90,FALSE,FALSE
2021-11-11,Uganda,Kenya,Kenya,Michael Olunga,62,FALSE,FALSE
2021-11-11,Uganda,Kenya,Uganda,Fahad Bayo,89,FALSE,FALSE
2021-11-11,Vietnam,Japan,Japan,Junya Ito,17,FALSE,FALSE
2021-11-12,Andorra,Poland,Poland,Robert Lewandowski,5,FALSE,FALSE
2021-11-12,Andorra,Poland,Poland,Kamil Jóźwiak,11,FALSE,FALSE
2021-11-12,Andorra,Poland,Andorra,Marc Vales,45,FALSE,FALSE
2021-11-12,Andorra,Poland,Poland,Arkadiusz Milik,45,FALSE,FALSE
2021-11-12,Andorra,Poland,Poland,Robert Lewandowski,73,FALSE,FALSE
2021-11-12,Angola,Egypt,Angola,Hélder Costa,25,FALSE,FALSE
2021-11-12,Angola,Egypt,Angola,M'Bala Nzola,35,FALSE,TRUE
2021-11-12,Angola,Egypt,Egypt,Mohamed Elneny,45,FALSE,FALSE
2021-11-12,Angola,Egypt,Egypt,Akram Tawfik,59,FALSE,FALSE
2021-11-12,Austria,Israel,Israel,Nir Bitton,33,FALSE,FALSE
2021-11-12,Austria,Israel,Austria,Marko Arnautović,51,FALSE,TRUE
2021-11-12,Austria,Israel,Israel,Dor Peretz,59,FALSE,FALSE
2021-11-12,Austria,Israel,Austria,Louis Schaub,62,FALSE,FALSE
2021-11-12,Austria,Israel,Austria,Louis Schaub,72,FALSE,FALSE
2021-11-12,Austria,Israel,Austria,Marcel Sabitzer,84,FALSE,FALSE
2021-11-12,Burkina Faso,Niger,Niger,Youssouf Oumarou,34,FALSE,TRUE
2021-11-12,Burkina Faso,Niger,Burkina Faso,Issoufou Dayo,55,FALSE,TRUE
2021-11-12,Canada,Costa Rica,Canada,Jonathan David,57,FALSE,FALSE
2021-11-12,Denmark,Faroe Islands,Denmark,Andreas Skov Olsen,18,FALSE,FALSE
2021-11-12,Denmark,Faroe Islands,Denmark,Jacob Bruun Larsen,63,FALSE,FALSE
2021-11-12,Denmark,Faroe Islands,Faroe Islands,Klæmint Olsen,89,FALSE,FALSE
2021-11-12,Denmark,Faroe Islands,Denmark,Joakim Mæhle,90,FALSE,FALSE
2021-11-12,Djibouti,Algeria,Algeria,Youcef Belaïli,29,FALSE,FALSE
2021-11-12,Djibouti,Algeria,Algeria,Saïd Benrahma,40,FALSE,FALSE
2021-11-12,Djibouti,Algeria,Algeria,Sofiane Feghouli,42,FALSE,FALSE
2021-11-12,Djibouti,Algeria,Algeria,Islam Slimani,87,FALSE,FALSE
2021-11-12,El Salvador,Jamaica,Jamaica,Michail Antonio,82,FALSE,FALSE
2021-11-12,El Salvador,Jamaica,El Salvador,Alex Roldan,90,FALSE,FALSE
2021-11-12,England,Albania,England,Harry Maguire,9,FALSE,FALSE
2021-11-12,England,Albania,England,Harry Kane,18,FALSE,FALSE
2021-11-12,England,Albania,England,Jordan Henderson,28,FALSE,FALSE
2021-11-12,England,Albania,England,Harry Kane,33,FALSE,FALSE
2021-11-12,England,Albania,England,Harry Kane,45,FALSE,FALSE
2021-11-12,Gabon,Libya,Gabon,Pierre-Emerick Aubameyang,54,FALSE,TRUE
2021-11-12,Honduras,Panama,Honduras,Alberth Elis,30,FALSE,FALSE
2021-11-12,Honduras,Panama,Honduras,Brayan Moya,59,FALSE,FALSE
2021-11-12,Honduras,Panama,Panama,Cecilio Waterman,77,FALSE,FALSE
2021-11-12,Honduras,Panama,Panama,César Yanis,81,FALSE,FALSE
2021-11-12,Honduras,Panama,Panama,Eric Davis,85,FALSE,FALSE
2021-11-12,Hungary,San Marino,Hungary,Dominik Szoboszlai,6,FALSE,FALSE
2021-11-12,Hungary,San Marino,Hungary,Dániel Gazdag,22,FALSE,FALSE
2021-11-12,Hungary,San Marino,Hungary,Dominik Szoboszlai,83,FALSE,FALSE
2021-11-12,Hungary,San Marino,Hungary,Bálint Vécsei,88,FALSE,FALSE
2021-11-12,Italy,Switzerland,Switzerland,Silvan Widmer,11,FALSE,FALSE
2021-11-12,Italy,Switzerland,Italy,Giovanni Di Lorenzo,36,FALSE,FALSE
2021-11-12,Moldova,Scotland,Scotland,Nathan Patterson,38,FALSE,FALSE
2021-11-12,Moldova,Scotland,Scotland,Ché Adams,65,FALSE,FALSE
2021-11-12,Morocco,Sudan,Morocco,Ryan Mmaee,3,FALSE,FALSE
2021-11-12,Morocco,Sudan,Morocco,Ryan Mmaee,61,FALSE,FALSE
2021-11-12,Morocco,Sudan,Morocco,Imran Louza,90,FALSE,FALSE
2021-11-12,Northern Ireland,Lithuania,Northern Ireland,Benas Šatkus,18,TRUE,FALSE
2021-11-12,United States,Mexico,United States,Christian Pulisic,74,FALSE,FALSE
2021-11-12,United States,Mexico,United States,Weston McKennie,85,FALSE,FALSE
2021-11-12,Uruguay,Argentina,Argentina,Ángel Di María,7,FALSE,FALSE
2021-11-13,Belgium,Estonia,Belgium,Christian Benteke,11,FALSE,FALSE
2021-11-13,Belgium,Estonia,Belgium,Yannick Carrasco,53,FALSE,FALSE
2021-11-13,Belgium,Estonia,Estonia,Erik Sorga,70,FALSE,FALSE
